UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES
679997,42394,61872,71.11,19,15357,45,1872,01-01-91,Salaried,13-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
710740,48578,63133,79.99,19,15357,45,1841,01-07-86,Salaried,17-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
667739,55159,67085,84.82,19,15357,45,1854,01-06-81,Self employed,10-11-18,4,812,1,1,0,0,0,0,300,M-Very High Risk,11,3,1,27972,89972,118770,0,0,0,0,0,0,2000,0,0,0,3yrs 0mon,6yrs 4mon,1
749369,58647,68233,88.23,19,15357,45,1838,15-01-91,Self employed,26-11-18,4,812,1,1,1,0,0,0,479,K-High Risk,7,4,1,8262,85897,85897,0,0,0,0,0,0,5815,0,1,0,0yrs 9mon,1yrs 7mon,1
678116,44549,62202,74.27,19,15357,45,1848,27-08-97,Salaried,13-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
716400,55713,70649,81.67,19,15511,51,1854,20-07-85,Self employed,19-11-18,4,812,1,1,1,0,0,0,785,B-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1yrs 8mon,2yrs 6mon,3
762918,53303,81781,66.64,19,16172,51,1836,16-06-72,Self employed,29-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
680069,51903,67085,79.9,19,15357,45,1833,12-09-89,Salaried,13-11-18,4,812,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0yrs 6mon,0yrs 6mon,0
741917,48603,67685,74.31,19,15357,45,1862,12-06-81,Salaried,24-11-18,4,812,1,1,1,0,0,0,818,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,2yrs 8mon,0
681326,51303,64891,81.68,19,15357,45,1854,04-02-81,Salaried,13-11-18,4,812,1,1,0,0,0,0,693,E-Low Risk,10,1,0,0,27700,27700,0,0,0,0,0,0,1404,0,0,0,1yrs 4mon,5yrs 11mon,0
687965,53078,64891,84.76,19,15357,45,1848,14-03-89,Salaried,14-11-18,4,812,1,1,0,0,0,0,554,J-High Risk,19,14,2,4065307,5138763,4771296,0,0,0,0,0,0,16755,0,2,3,2yrs 3mon,10yrs 8mon,0
675678,51103,62380,84.64,19,15357,45,1838,01-01-80,Salaried,12-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
710826,55259,67085,84.97,19,15357,45,1875,01-01-70,Self employed,17-11-18,4,812,1,1,1,0,0,0,836,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,3373,0,0,0,1yrs 3mon,1yrs 7mon,0
762903,49803,60854,83.81,19,15357,45,1854,23-08-93,Salaried,29-11-18,4,812,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,43300,43500,43500,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,2
678421,43949,67085,67.97,19,15357,45,1848,19-01-93,Salaried,13-11-18,4,812,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
741055,38794,60242,67.06,19,15357,45,1841,01-06-74,Salaried,23-11-18,4,812,1,1,1,0,0,0,825,A-Very Low Risk,6,2,0,66518,77000,77000,0,0,0,0,0,0,8646,0,1,0,1yrs 2mon,2yrs 1mon,1
741017,58013,70649,84.93,19,15511,51,1836,04-05-80,Salaried,23-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
679618,35439,62918,58.81,19,15357,45,1872,01-01-75,Salaried,13-11-18,4,812,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,1,7,7,7,0,0,0,0,0,0,0,0,0,0,2yrs 3mon,2yrs 3mon,0
680909,39394,67085,61.12,19,15357,45,1854,05-09-95,Salaried,13-11-18,4,812,1,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1662,0,0,0,0yrs 6mon,0yrs 6mon,0
681280,49903,67085,76.92,19,15357,45,1848,01-05-83,Salaried,13-11-18,4,812,1,1,0,0,0,0,622,H-Medium Risk,8,5,1,19621,67429,67429,0,0,0,0,0,0,4979,0,1,1,1yrs 8mon,7yrs 2mon,2
710554,31984,62438,53.65,19,15357,45,1875,14-10-94,Salaried,17-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
716627,52503,67085,79.3,19,15357,45,1886,01-01-74,Salaried,19-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
681523,49278,68233,75.04,19,15357,45,1833,08-04-90,Salaried,13-11-18,4,812,1,1,0,0,0,0,681,E-Low Risk,2,2,1,6005,23005,23005,0,0,0,0,0,0,2300,0,0,0,2yrs 11mon,4yrs 5mon,0
759057,59447,68233,89.4,19,15357,45,1872,12-02-84,Salaried,29-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
694863,50303,86673,60.0,19,23101,120,1836,01-01-92,Salaried,15-11-18,4,812,1,1,0,0,0,0,648,G-Low Risk,4,1,1,22104,25000,26533,0,0,0,0,0,0,2990,0,0,1,0yrs 9mon,1yrs 6mon,0
738878,67669,81856,84.91,19,15511,51,1830,01-07-87,Salaried,23-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
657319,57059,67085,87.65,19,15357,45,1838,01-08-75,Self employed,05-11-18,4,812,1,1,0,0,1,0,737,C-Very Low Risk,2,2,0,33928,64102,64102,0,0,0,0,0,0,6077,0,2,0,0yrs 5mon,0yrs 6mon,1
710861,60213,70649,87.76,19,15511,51,1854,07-11-85,Salaried,17-11-18,4,812,1,1,0,0,0,0,652,F-Low Risk,9,6,0,2702373,3446595,3197504,0,0,0,0,0,0,56572,0,0,1,2yrs 8mon,9yrs 1mon,0
681044,50803,62202,84.4,19,15357,45,1875,01-01-87,Salaried,13-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
678340,58413,67085,89.74,19,15357,45,1854,01-01-91,Salaried,13-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
748335,39294,67085,60.22,19,15357,45,1848,25-07-96,Salaried,26-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
687258,51103,68233,77.38,19,15357,45,1838,17-11-87,Salaried,14-11-18,4,812,1,1,0,0,0,0,726,D-Very Low Risk,6,2,0,5280,26399,26399,0,0,0,0,0,0,4885,0,0,1,0yrs 6mon,0yrs 11mon,0
669008,58013,67085,89.44,19,15357,45,1848,01-06-57,Self employed,11-11-18,4,812,1,1,0,0,0,0,682,E-Low Risk,12,4,0,59105,182893,182893,0,0,0,0,0,0,6413,0,1,0,1yrs 1mon,3yrs 0mon,1
688745,56459,68450,85.03,19,15357,45,1829,05-03-78,Salaried,14-11-18,4,812,1,1,0,0,0,0,591,I-Medium Risk,2,2,0,156056,164540,164540,0,0,0,0,0,0,1212,0,1,1,0yrs 4mon,0yrs 7mon,0
768701,52653,70592,76.64,19,16172,51,1848,01-06-61,Salaried,30-11-18,4,812,1,1,1,0,0,0,300,M-Very High Risk,5,3,2,277372,464694,468942,0,0,0,0,0,0,2360,0,0,1,1yrs 8mon,4yrs 2mon,0
680553,52403,67385,80.28,19,15357,45,1829,01-06-76,Salaried,13-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675391,52003,63218,84.94,19,15357,45,1830,03-10-78,Salaried,12-11-18,4,812,1,1,0,0,0,0,300,M-Very High Risk,10,3,2,25760,85000,85000,0,0,0,0,0,0,15932,0,0,1,1yrs 4mon,2yrs 10mon,0
682378,57259,67085,87.95,19,15357,45,1838,02-10-89,Self employed,13-11-18,4,812,1,1,1,0,0,0,464,K-High Risk,9,6,1,1473815,2193346,2193346,0,0,0,0,0,0,48858,0,3,1,1yrs 0mon,3yrs 9mon,0
688008,51803,65457,81.73,19,22675,45,1838,07-11-86,Salaried,14-11-18,4,812,1,1,0,0,0,0,658,F-Low Risk,1,1,0,2459848,2500000,2500000,0,0,0,0,0,0,20695,0,0,0,1yrs 11mon,1yrs 11mon,0
746384,58847,67301,89.75,19,15357,45,1867,01-01-83,Self employed,26-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
741963,59947,70674,87.73,19,15511,51,1854,14-04-83,Self employed,24-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675905,58259,67085,89.44,19,15357,45,1872,01-01-72,Salaried,12-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
682178,56159,68233,84.86,19,15357,45,1848,01-12-91,Salaried,13-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
657532,61213,70592,89.25,19,16172,51,1841,07-10-92,Self employed,05-11-18,4,812,1,1,0,0,0,0,708,D-Very Low Risk,5,2,0,196321,222271,222271,0,0,0,0,0,0,12189,0,2,0,0yrs 5mon,0yrs 7mon,2
667615,49003,67085,75.58,19,15357,45,1866,05-07-88,Self employed,10-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675368,58259,67085,89.44,19,15357,45,1872,26-01-69,Salaried,12-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
678341,58413,67085,89.74,19,15357,45,1875,05-12-95,Self employed,13-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
757862,59313,70649,85.78,19,15511,51,1854,24-09-96,Salaried,28-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
656413,48145,67085,74.53,19,15357,45,1881,12-05-79,Self employed,03-11-18,4,812,1,1,0,0,0,0,657,F-Low Risk,1,1,0,578994,591491,591491,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 3mon,0
657091,43394,65457,68.75,19,15357,45,1854,19-04-94,Self employed,05-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
718118,43394,77522,58.05,19,15511,51,1872,03-06-73,Salaried,19-11-18,4,812,1,1,0,0,0,1,721,D-Very Low Risk,12,6,0,615435,2155588,1697871,0,0,0,0,0,0,10435,0,2,0,2yrs 4mon,5yrs 6mon,0
678036,49903,60854,84.79,19,15357,45,1875,19-07-87,Self employed,13-11-18,4,812,1,1,0,0,0,0,585,I-Medium Risk,13,6,1,789542,1338812,1335374,0,0,0,0,0,0,0,0,1,1,1yrs 11mon,9yrs 6mon,0
680364,48349,67085,74.53,19,15357,45,1854,11-05-90,Salaried,13-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
681558,41194,68233,62.73,19,15357,45,1838,03-05-78,Salaried,13-11-18,4,812,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
690246,45149,62202,75.24,19,15357,45,1848,01-02-88,Self employed,14-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
680998,58013,67085,89.44,19,15357,45,1872,01-06-88,Salaried,13-11-18,4,812,1,1,0,0,0,0,706,D-Very Low Risk,4,3,0,67781,131713,71713,0,0,0,0,0,0,4333,0,2,0,0yrs 10mon,1yrs 7mon,0
656894,43849,63788,71.33,19,15357,45,1875,04-09-89,Self employed,05-11-18,4,812,1,1,0,1,0,0,763,B-Very Low Risk,2,1,0,2027,20000,20000,0,0,0,0,0,0,4295,0,0,0,0yrs 8mon,0yrs 11mon,0
710800,70623,81781,88.65,19,16172,51,1836,27-07-73,Self employed,17-11-18,4,812,1,1,0,0,0,0,607,H-Medium Risk,2,2,1,448966,730000,730000,0,0,0,0,0,0,0,0,0,1,1yrs 2mon,1yrs 9mon,0
746266,53278,65748,83.2,19,15357,45,1854,12-11-83,Salaried,26-11-18,4,812,1,1,1,0,0,0,708,D-Very Low Risk,12,8,0,44419,100736,100736,0,0,0,0,0,0,2925,0,3,0,0yrs 10mon,2yrs 0mon,1
686561,50603,62202,84.08,19,15357,45,1854,15-08-90,Salaried,14-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
762953,61947,70686,89.83,19,16172,51,1860,09-12-80,Salaried,29-11-18,4,812,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,8543,11199,11199,0,0,0,0,0,0,1512,0,1,0,0yrs 2mon,0yrs 2mon,2
675372,58013,67085,89.44,19,15357,45,1854,10-08-87,Salaried,12-11-18,4,812,1,1,0,0,0,0,523,J-High Risk,6,4,1,14707,24079,24079,0,0,0,0,0,0,3649,0,3,1,1yrs 4mon,5yrs 11mon,0
675464,58259,74438,80.6,19,15357,45,1872,17-06-91,Self employed,12-11-18,4,812,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,4
675494,58259,67085,89.44,19,15357,45,1880,01-04-82,Salaried,12-11-18,4,812,1,1,1,0,0,0,645,G-Low Risk,11,3,0,456721,500657,500657,0,0,0,0,0,0,0,0,0,1,1yrs 7mon,4yrs 1mon,0
746925,77751,112707,70.09,19,14214,45,1840,04-07-90,Self employed,26-11-18,4,1040,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
733180,44394,68923,65.29,19,14214,45,1810,01-11-95,Salaried,22-11-18,4,1040,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
743700,59713,67774,89.27,19,14214,45,1880,08-08-86,Self employed,24-11-18,4,1040,1,1,1,0,0,0,657,F-Low Risk,1,1,0,524455,572385,572385,0,0,0,0,0,0,0,0,1,0,0yrs 5mon,0yrs 5mon,0
720018,60013,67774,89.71,19,14214,45,1860,01-07-76,Self employed,19-11-18,4,1040,1,1,0,0,0,0,708,D-Very Low Risk,4,3,0,10151,45957,45957,0,0,0,0,0,0,1929,0,1,0,0yrs 8mon,1yrs 0mon,0
674871,60213,71543,85.26,19,14214,45,1888,15-06-87,Salaried,12-11-18,4,1040,1,1,0,0,0,0,637,G-Low Risk,7,2,0,109239,186671,186671,0,0,0,0,0,0,27104,0,0,0,0yrs 9mon,1yrs 7mon,0
750861,48349,67774,72.3,19,14214,45,1884,19-04-97,Salaried,27-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
677864,42194,66740,64.13,19,14214,45,1810,01-12-93,Salaried,13-11-18,4,1040,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,6470,6470,0,0,0,0,0,0,1192,0,1,0,0yrs 6mon,0yrs 6mon,1
671357,42194,66740,64.13,19,14214,45,1880,01-06-74,Salaried,11-11-18,4,1040,1,1,0,0,0,0,708,D-Very Low Risk,5,2,0,6666,22490,22490,0,0,0,0,0,0,0,0,2,0,0yrs 8mon,1yrs 3mon,0
730213,56813,66740,86.6,19,14214,45,1860,01-06-78,Salaried,21-11-18,4,1040,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0yrs 8mon,0yrs 8mon,0
757619,55013,70302,79.66,19,15511,51,1880,01-06-77,Self employed,28-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
720052,56867,67774,85.0,19,14214,45,1905,02-05-71,Salaried,19-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675271,50078,61388,83.08,19,14214,45,1810,01-06-63,Self employed,12-11-18,4,1040,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,269100,280000,280000,0,0,0,0,0,0,0,0,1,0,1yrs 8mon,3yrs 1mon,2
677292,49349,68923,72.54,19,14214,45,1838,01-01-87,Salaried,12-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675149,56867,67774,85.0,19,14214,45,1840,18-02-91,Salaried,12-11-18,4,1040,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 6mon,2yrs 6mon,0
765694,57759,68923,84.88,19,14214,45,1838,18-04-80,Self employed,30-11-18,4,1040,1,1,1,0,0,0,705,E-Low Risk,8,1,0,1723,9914,9914,0,0,0,0,0,0,4115,0,1,0,0yrs 7mon,0yrs 11mon,1
720082,59259,66740,89.9,19,14214,45,1880,25-04-77,Self employed,19-11-18,4,1040,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,36720,36720,0,0,0,0,0,0,0,0,0,0,1yrs 5mon,1yrs 5mon,0
674708,42194,66740,64.13,19,14214,45,1835,01-07-81,Salaried,12-11-18,4,1040,1,1,0,0,0,0,680,F-Low Risk,1,1,0,97830,0,0,0,0,0,0,0,0,0,0,0,0,4yrs 6mon,4yrs 6mon,0
733867,42194,66740,64.13,19,14214,45,1880,23-12-84,Self employed,22-11-18,4,1040,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,1,10,10,10,0,0,0,0,0,0,0,0,0,0,1yrs 10mon,1yrs 10mon,1
729347,52078,67774,78.2,19,14214,45,1905,01-01-90,Self employed,21-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
728907,51078,62891,82.68,19,14214,45,1840,01-01-93,Salaried,21-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
679564,55259,66117,84.7,19,14214,45,1840,16-03-83,Self employed,13-11-18,4,1040,1,1,0,0,0,0,710,D-Very Low Risk,9,3,0,51905,78000,78000,0,0,0,0,0,0,14316,0,1,0,0yrs 11mon,1yrs 9mon,1
719724,52303,62891,84.27,19,14214,45,1904,01-01-88,Self employed,19-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
730241,56867,67774,85.0,19,14214,45,1847,07-11-87,Salaried,21-11-18,4,1040,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
662732,48349,67889,72.18,19,14214,45,1880,01-08-87,Salaried,09-11-18,4,1040,1,1,0,0,0,0,738,C-Very Low Risk,3,3,0,19911,43050,43050,0,0,0,0,0,0,0,0,2,0,0yrs 2mon,0yrs 7mon,1
662770,57259,67702,85.67,19,14214,45,1888,01-06-74,Self employed,09-11-18,4,1040,1,1,0,0,0,0,783,B-Very Low Risk,4,1,0,9540,110000,110000,0,0,0,0,0,0,1597,0,0,0,3yrs 11mon,8yrs 10mon,0
722191,48349,61388,79.82,19,14214,45,1838,29-06-85,Salaried,20-11-18,4,1040,1,1,0,0,0,0,684,E-Low Risk,11,3,0,497128,677645,678743,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,4yrs 5mon,0
743667,56621,67774,85.0,19,14214,45,1814,30-10-71,Salaried,24-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
720110,56867,67774,85.0,19,14214,45,1860,13-01-94,Salaried,19-11-18,4,1040,1,1,0,0,0,0,623,H-Medium Risk,5,3,0,19193,86018,86018,0,0,0,0,0,0,3220,0,0,1,0yrs 9mon,1yrs 4mon,0
748389,55513,68923,82.7,19,14214,45,1847,07-05-74,Self employed,26-11-18,4,1040,1,1,0,0,0,0,669,F-Low Risk,3,1,0,1099031,1125000,1125000,0,0,0,0,0,0,11300,0,0,0,1yrs 3mon,3yrs 2mon,0
674907,56621,67774,85.0,19,14214,45,1865,16-07-72,Salaried,12-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
722173,50303,62891,81.09,19,14214,45,1917,04-11-93,Self employed,20-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719952,47149,66740,71.62,19,14214,45,1852,01-06-73,Salaried,19-11-18,4,1040,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 0mon,2yrs 0mon,0
662715,58259,67774,87.05,19,14214,45,1917,07-11-90,Self employed,09-11-18,4,1040,1,1,0,0,0,0,680,F-Low Risk,5,2,0,56190,75800,75800,0,0,0,0,0,0,0,0,2,0,0yrs 8mon,1yrs 7mon,0
732693,43394,67774,64.92,19,14214,45,1865,22-09-80,Salaried,22-11-18,4,1040,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
720047,49145,63491,78.75,19,14214,45,1860,10-06-73,Salaried,19-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
743597,52078,67774,78.2,19,14214,45,1860,02-03-94,Salaried,24-11-18,4,1040,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719849,51303,67774,76.73,19,14214,45,1920,20-05-78,Self employed,19-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
677115,51303,61543,84.49,19,14214,45,1856,12-05-94,Salaried,12-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
722876,56013,67774,84.1,19,14214,45,1917,17-10-73,Self employed,20-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
677106,53078,68923,78.35,19,14214,45,1888,16-10-83,Salaried,12-11-18,4,1040,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
675128,59013,66740,89.9,19,14214,45,1810,22-03-75,Salaried,12-11-18,4,1040,1,1,0,0,0,0,758,C-Very Low Risk,5,2,0,10988,21980,21980,0,0,0,0,0,0,2799,0,2,0,1yrs 11mon,7yrs 0mon,0
743565,54078,67774,81.15,19,14214,45,1896,20-10-84,Self employed,24-11-18,4,1040,1,1,1,0,0,0,447,K-High Risk,5,3,1,1208584,1396000,1396000,0,0,0,0,0,0,0,0,1,0,2yrs 2mon,6yrs 3mon,0
675244,47349,62891,76.32,19,14214,45,1865,09-11-89,Salaried,12-11-18,4,1040,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
729971,64213,75628,85.95,19,14214,45,1888,10-11-80,Salaried,21-11-18,4,1040,1,1,1,0,0,0,754,C-Very Low Risk,3,0,0,0,0,0,0,0,0,0,0,0,4601,0,0,0,0yrs 9mon,1yrs 1mon,0
722056,53078,67774,79.68,19,14214,45,1847,01-06-70,Salaried,20-11-18,4,1040,1,1,0,0,0,0,738,C-Very Low Risk,4,1,0,147965,150000,150000,0,0,0,0,0,0,10603,0,1,0,0yrs 10mon,1yrs 10mon,1
677204,50078,61857,82.45,19,14214,45,1880,13-02-82,Self employed,12-11-18,4,1040,1,1,0,0,0,0,698,E-Low Risk,3,2,0,31155,42571,42571,0,0,0,0,0,0,8351,0,1,0,2yrs 0mon,5yrs 4mon,1
